Sample	Screen_ID	Technical_rep	Screen_rep_ID	Treatment	Treatment_ID	Treatment_type	Nb_of_ligands	Ligand_conc	Layout_ID	Plate_ID	Well_ID_culture	Well_ID_fcs	Live_cells	Viability	Peak_0	Peak_1	Peak_2	Peak_3	Peak_4	Peak_5	Peak_6	cell_total	cell_start	cell_activated	divisions	PI	PI_norm	PI_1	PI_2	PI_3	PI_12	PI_13	PI_23	PI_123	PI_isserlis
E9_LH_full_rep1	9	1	s9_full_rep1	LH	LH_1	Pair	6	full	4	1	G9	B6	29379	95.8156676	12586	949	1775	3831	5154	3707	1538	29540	14445.125	1859.125	4810.53125	2.587524373	0.943547485	NA	NA	NA	NA	NA	NA	NA	NA
E9_LZ_full_rep1	9	1	s9_full_rep1	LZ	LZ_1	Pair	6	full	4	1	B8	C1	48164	83.77513393	14385	1787	3435	7414	10887	7944	2502	48354	18031.78125	3646.78125	9588.8125	2.629390644	0.95881413	NA	NA	NA	NA	NA	NA	NA	NA
E9_LS_full_rep1	9	1	s9_full_rep1	LS	LS_1	Pair	6	full	4	1	C8	C2	16111	88.8392611	6309	2069	2082	2477	2135	985	91	16148	8339.265625	2030.265625	3700.5625	1.822698692	0.664651814	NA	NA	NA	NA	NA	NA	NA	NA
E9_LcG_full_rep1	9	1	s9_full_rep1	LcG	LcG_1	Pair	6	full	4	1	D8	C3	15374	91.28369552	7594	2039	1959	1779	1162	618	127	15278	9419.546875	1825.546875	3065.09375	1.6790003	0.612251821	NA	NA	NA	NA	NA	NA	NA	NA
E9_HZ_full_rep1	9	1	s9_full_rep1	HZ	HZ_1	Pair	6	full	4	1	E8	C4	33414	92.84245624	15280	1085	2431	4386	5623	3466	810	33081	17450.90625	2170.90625	5426	2.499417006	0.911418905	NA	NA	NA	NA	NA	NA	NA	NA
E9_HS_full_rep1	9	1	s9_full_rep1	HS	HS_1	Pair	6	full	4	1	F8	C5	16483	88.84756361	9105	715	1266	2008	2227	1091	261	16673	10207.35938	1102.359375	2495.1875	2.263497328	0.825390181	NA	NA	NA	NA	NA	NA	NA	NA
E9_HcG_full_rep1	9	1	s9_full_rep1	HcG	HcG_1	Pair	6	full	4	1	G8	C6	16961	90.5987928	11140	438	836	1302	1612	1118	370	16816	11872.21875	732.21875	1737.625	2.373095472	0.865355429	NA	NA	NA	NA	NA	NA	NA	NA
E9_ZS_full_rep1	9	1	s9_full_rep1	ZS	ZS_1	Pair	6	full	4	1	B7	D1	26768	66.35761918	9382	1212	3007	5079	5406	2200	439	26725	11788.10938	2406.109375	5750.53125	2.389970842	0.871509077	NA	NA	NA	NA	NA	NA	NA	NA
E9_ZcG_full_rep1	9	1	s9_full_rep1	ZcG	ZcG_1	Pair	6	full	4	1	C7	D2	46003	81.60032638	11183	1363	3521	7948	11309	8017	2560	45901	14735.59375	3552.59375	9742.40625	2.742336145	1	NA	NA	NA	NA	NA	NA	NA	NA
E9_ScG_full_rep1	9	1	s9_full_rep1	ScG	ScG_1	Pair	6	full	4	1	D7	D3	32798	94.18487781	7168	1830	3535	7256	8074	4332	545	32740	10522.26563	3354.265625	8149.96875	2.429732663	0.886008328	NA	NA	NA	NA	NA	NA	NA	NA
E9_PLH_full_rep1	9	1	s9_full_rep1	PLH	PLH_1	Triplet	6	full	4	1	E7	D4	3760	69.53948585	3717	16	0	0	0	0	0	3733	3725	8	8	1	0.364652598	0.796681189	0.978036622	0.744315676	0.516492872	0.400730931	0.943547485	0.364652598	0.368152993
E9_PLZ_full_rep1	9	1	s9_full_rep1	PLZ	PLZ_1	Triplet	6	full	4	1	F7	D5	9334	45.19659113	8896	314	108	0	0	0	0	9318	9080	184	211	1.14673913	0.418161403	0.796681189	0.978036622	0.86458175	0.516492872	0.501218355	0.95881413	0.418161403	0.35329394
E9_PLS_full_rep1	9	1	s9_full_rep1	PLS	PLS_1	Triplet	6	full	4	1	G7	D6	5091	44.8348745	4228	463	237	119	46	0	0	5093	4536.5	308.5	406.125	1.316450567	0.48004712	0.796681189	0.978036622	0.864389851	0.516492872	0.459127661	0.664651814	0.48004712	0.077974051
E9_PLcG_full_rep1	9	1	s9_full_rep1	PLcG	PLcG_1	Triplet	6	full	4	1	B6	E1	7115	52.09401084	6771	229	46	47	1	0	0	7094	6902.9375	131.9375	155.375	1.177640928	0.429429824	0.796681189	0.978036622	0.783095216	0.516492872	0.474651522	0.612251821	0.429429824	0.136109624
E9_PHZ_full_rep1	9	1	s9_full_rep1	PHZ	PHZ_1	Triplet	6	full	4	1	C6	E2	6994	43.72616443	4390	983	699	525	307	84	13	7001	5143.890625	753.890625	1128.96875	1.497523265	0.546075749	0.796681189	0.744315676	0.86458175	0.400730931	0.501218355	0.911418905	0.546075749	0.42027628
E9_PHS_full_rep1	9	1	s9_full_rep1	PHS	PHS_1	Triplet	6	full	4	1	D6	E3	2925	61.93097607	2884	17	11	0	1	0	0	2913	2895.3125	11.3125	14.25	1.259668508	0.459341394	0.796681189	0.744315676	0.864389851	0.400730931	0.459127661	0.825390181	0.459341394	0.320560736
E9_PHcG_full_rep1	9	1	s9_full_rep1	PHcG	PHcG_1	Triplet	6	full	4	1	E6	E4	4979	52.83319185	4754	172	24	24	1	1	0	4976	4849.09375	95.09375	107.40625	1.129477489	0.411866901	0.796681189	0.744315676	0.783095216	0.400730931	0.474651522	0.865355429	0.411866901	0.427790234
E9_PZS_full_rep1	9	1	s9_full_rep1	PZS	PZS_1	Triplet	6	full	4	1	F6	E5	6779	34.65214947	5132	662	445	303	52	39	0	6633	5616.59375	484.59375	686.21875	1.416070162	0.516373663	0.796681189	0.86458175	0.864389851	0.501218355	0.459127661	0.871509077	0.516373663	0.333739771
E9_PZcG_full_rep1	9	1	s9_full_rep1	PZcG	PZcG_1	Triplet	6	full	4	1	G6	E6	8388	36.14582436	5123	1143	911	716	370	72	0	8335	6037.125	914.125	1399.25	1.530698756	0.558173278	0.796681189	0.86458175	0.783095216	0.501218355	0.474651522	1	0.558173278	0.520772198
E9_PScG_full_rep1	9	1	s9_full_rep1	PScG	PScG_1	Triplet	6	full	4	1	B5	F1	5763	47.13724849	5021	540	147	32	1	0	0	5741	5331.8125	310.8125	355.75	1.144580736	0.417374339	0.796681189	0.864389851	0.783095216	0.459127661	0.474651522	0.886008328	0.417374339	0.397144514
E9_LHZ_full_rep1	9	1	s9_full_rep1	LHZ	LHZ_1	Triplet	6	full	4	1	C5	F2	42211	81.61604053	10773	2270	3640	7142	8984	7876	1505	42190	14541.89063	3768.890625	9250.96875	2.454560153	0.895061737	0.978036622	0.744315676	0.86458175	0.943547485	0.95881413	0.911418905	0.895061737	1.162059714
E9_LHS_full_rep1	9	1	s9_full_rep1	LHS	LHS_1	Triplet	6	full	4	1	D5	F3	11424	84.72263423	5481	1578	1745	1446	783	265	83	11381	6945.515625	1464.515625	2448.6875	1.672011864	0.60970347	0.978036622	0.744315676	0.864389851	0.943547485	0.664651814	0.825390181	0.60970347	0.859069175
E9_LHcG_full_rep1	9	1	s9_full_rep1	LHcG	LHcG_1	Triplet	6	full	4	1	E5	F4	17272	83.75521288	7734	2916	2604	2081	1431	473	62	17301	10208.3125	2474.3125	3977.84375	1.607656167	0.586235998	0.978036622	0.744315676	0.783095216	0.943547485	0.612251821	0.865355429	0.586235998	0.90080895
E9_LZS_full_rep1	9	1	s9_full_rep1	LZS	LZS_1	Triplet	6	full	4	1	F5	F5	28823	71.15208966	6048	2063	3752	5565	6353	3997	1006	28784	9250.8125	3202.8125	7301.46875	2.279705337	0.831300474	0.978036622	0.86458175	0.864389851	0.95881413	0.664651814	0.871509077	0.831300474	0.793959478
E9_LZcG_full_rep1	9	1	s9_full_rep1	LZcG	LZcG_1	Triplet	6	full	4	1	G5	F6	25777	71.79422906	7792	1468	2803	4157	4843	3539	1137	25739	10177.42188	2385.421875	5564.6875	2.332789666	0.850657812	0.978036622	0.86458175	0.783095216	0.95881413	0.612251821	1	0.850657812	0.933862069
E9_LScG_full_rep1	9	1	s9_full_rep1	LScG	LScG_1	Triplet	6	full	4	1	B4	G1	27169	82.59812118	6211	3274	4545	5697	5068	2210	474	27479	10089.59375	3878.59375	7702.625	1.985932401	0.72417541	0.978036622	0.864389851	0.783095216	0.664651814	0.612251821	0.886008328	0.72417541	0.592193396
E9_HZS_full_rep1	9	1	s9_full_rep1	HZS	HZS_1	Triplet	6	full	4	1	C4	G2	27737	69.88058047	7504	1530	2968	5278	6872	2985	559	27696	10202.26563	2698.265625	6465.0625	2.396006694	0.873710066	0.744315676	0.86458175	0.864389851	0.911418905	0.825390181	0.871509077	0.873710066	1.037609068
E9_HZcG_full_rep1	9	1	s9_full_rep1	HZcG	HZcG_1	Triplet	6	full	4	1	D4	G3	25649	68.94892473	8792	1269	2259	4669	4708	3416	450	25563	10982.90625	2190.90625	5267.8125	2.404398865	0.876770293	0.744315676	0.86458175	0.783095216	0.911418905	0.865355429	1	0.876770293	1.198336364
E9_HScG_full_rep1	9	1	s9_full_rep1	HScG	HScG_1	Triplet	6	full	4	1	E4	G4	26762	85.40336993	8030	1212	2091	4798	5594	3597	1039	26361	10236.76563	2206.765625	5508.6875	2.496272118	0.910272113	0.744315676	0.864389851	0.783095216	0.825390181	0.865355429	0.886008328	0.910272113	1.046179537
E9_ZScG_full_rep1	9	1	s9_full_rep1	ZScG	ZScG_1	Triplet	6	full	4	1	F4	G5	25710	71.02602354	7413	1014	2552	4646	6157	3338	711	25831	9638.984375	2225.984375	5652.71875	2.539424272	0.926007658	0.86458175	0.864389851	0.783095216	0.871509077	1	0.886008328	0.926007658	1.142421063
E9_P_full_rep2	9	2	s9_full_rep2	P	P_2	Single	6	full	4	1	B10	A7	27778	92.3593563	12409	2101	3116	3957	3381	2017	689	27670	15018.23438	2609.234375	5317.375	2.037906234	0.786477654	NA	NA	NA	NA	NA	NA	NA	NA
E9_L_full_rep2	9	2	s9_full_rep2	L	L_2	Single	6	full	4	1	C10	A8	38363	95.88113269	16265	1185	2486	3871	5929	5885	2766	38387	18560.5625	2295.5625	5948.21875	2.591181355	1	NA	NA	NA	NA	NA	NA	NA	NA
E9_H_full_rep2	9	2	s9_full_rep2	H	H_2	Single	6	full	4	1	D10	A9	12733	87.39789965	11329	267	281	355	242	191	77	12742	11599.42188	270.421875	504.6875	1.866296874	0.720249422	NA	NA	NA	NA	NA	NA	NA	NA
E9_Z_full_rep2	9	2	s9_full_rep2	Z	Z_2	Single	6	full	4	1	E10	A10	18311	82.39290857	13246	653	796	1019	1168	861	485	18228	14006.35938	760.359375	1578.625	2.076156423	0.801239334	NA	NA	NA	NA	NA	NA	NA	NA
E9_S_full_rep2	9	2	s9_full_rep2	S	S_2	Single	6	full	4	1	F10	A11	15639	84.26639366	10980	487	972	1329	1209	444	104	15525	11723.6875	743.6875	1609.25	2.163879318	0.835093736	NA	NA	NA	NA	NA	NA	NA	NA
E9_cG_full_rep2	9	2	s9_full_rep2	cG	cG_2	Single	6	full	4	1	G10	A12	16316	94.02950669	11114	576	824	1049	1347	1086	297	16293	11861.89063	747.890625	1627.65625	2.176329259	0.839898471	NA	NA	NA	NA	NA	NA	NA	NA
E9_PL_full_rep2	9	2	s9_full_rep2	PL	PL_2	Pair	6	full	4	1	B9	B7	12237	82.68243243	9954	1133	643	296	99	80	62	12267	10727.90625	773.90625	1042.0625	1.346497072	0.519646018	NA	NA	NA	NA	NA	NA	NA	NA
E9_PH_full_rep2	9	2	s9_full_rep2	PH	PH_2	Pair	6	full	4	1	C9	B8	6707	55.78938613	6190	330	143	0	0	0	0	6663	6390.75	200.75	236.5	1.178082192	0.454650613	NA	NA	NA	NA	NA	NA	NA	NA
E9_PZ_full_rep2	9	2	s9_full_rep2	PZ	PZ_2	Pair	6	full	4	1	D9	B9	15068	59.96020692	10666	1963	1591	572	113	0	0	14905	12123.8125	1457.8125	2019.75	1.385466238	0.534685168	NA	NA	NA	NA	NA	NA	NA	NA
E9_PS_full_rep2	9	2	s9_full_rep2	PS	PS_2	Pair	6	full	4	1	E9	B10	4456	47.3438164	4101	215	64	29	15	0	0	4424	4229.0625	128.0625	154.125	1.203513909	0.464465332	NA	NA	NA	NA	NA	NA	NA	NA
E9_PcG_full_rep2	9	2	s9_full_rep2	PcG	PcG_2	Pair	6	full	4	1	F9	B11	8257	68.78540487	7034	647	363	123	36	0	0	8203	7465.875	431.875	560.125	1.296960926	0.500528812	NA	NA	NA	NA	NA	NA	NA	NA
E9_LH_full_rep2	9	2	s9_full_rep2	LH	LH_2	Pair	6	full	4	1	G9	B12	21337	95.1228211	10267	767	1449	2292	3204	2439	604	21022	11585.15625	1318.15625	3206.21875	2.432351059	0.93870352	NA	NA	NA	NA	NA	NA	NA	NA
E9_LZ_full_rep2	9	2	s9_full_rep2	LZ	LZ_2	Pair	6	full	4	1	B8	C7	49730	83.35847665	13897	2412	3906	7750	10467	8909	2579	49920	18021.14063	4124.140625	10315.8125	2.501324139	0.965321912	NA	NA	NA	NA	NA	NA	NA	NA
E9_LS_full_rep2	9	2	s9_full_rep2	LS	LS_2	Pair	6	full	4	1	C8	C8	12793	90.02814919	5448	1572	1885	1958	1350	468	120	12801	7050.875	1602.875	2884.625	1.799656867	0.69453142	NA	NA	NA	NA	NA	NA	NA	NA
E9_LcG_full_rep2	9	2	s9_full_rep2	LcG	LcG_2	Pair	6	full	4	1	D8	C9	17258	92.47173552	7821	2078	2283	2366	1784	744	220	17296	9864.6875	2043.6875	3650.625	1.786293159	0.68937404	NA	NA	NA	NA	NA	NA	NA	NA
E9_HZ_full_rep2	9	2	s9_full_rep2	HZ	HZ_2	Pair	6	full	4	1	E8	C10	30113	93.72821215	13855	1259	2285	3918	4497	3402	698	29914	15943.78125	2088.78125	4962.5	2.375787316	0.916874194	NA	NA	NA	NA	NA	NA	NA	NA
E9_HS_full_rep2	9	2	s9_full_rep2	HS	HS_2	Pair	6	full	4	1	F8	C11	15675	92.2384371	8402	685	1209	2204	1975	954	261	15690	9479.578125	1077.578125	2440.78125	2.265061988	0.874142593	NA	NA	NA	NA	NA	NA	NA	NA
E9_HcG_full_rep2	9	2	s9_full_rep2	HcG	HcG_2	Pair	6	full	4	1	G8	C12	18903	94.84220561	10812	795	1193	1945	2691	1377	280	19093	11966.46875	1154.46875	2637.53125	2.28462767	0.881693466	NA	NA	NA	NA	NA	NA	NA	NA
E9_ZS_full_rep2	9	2	s9_full_rep2	ZS	ZS_2	Pair	6	full	4	1	B7	D7	27305	68.00239085	7605	1795	3478	5949	5703	2190	432	27152	10547.25	2942.25	6675.8125	2.268948084	0.875642332	NA	NA	NA	NA	NA	NA	NA	NA
E9_ZcG_full_rep2	9	2	s9_full_rep2	ZcG	ZcG_2	Pair	6	full	4	1	C7	D8	33967	80.09007097	10064	1452	3227	5785	7674	4382	1249	33833	12955.95313	2891.953125	7229.15625	2.499748764	0.964713936	NA	NA	NA	NA	NA	NA	NA	NA
E9_ScG_full_rep2	9	2	s9_full_rep2	ScG	ScG_2	Pair	6	full	4	1	D7	D9	28775	95.35723754	7242	1445	3212	6209	6885	3386	648	29027	10089.875	2847.875	6967.9375	2.446714656	0.944246782	NA	NA	NA	NA	NA	NA	NA	NA
E9_PLH_full_rep2	9	2	s9_full_rep2	PLH	PLH_2	Triplet	6	full	4	1	E7	D10	2753	68.63625031	2733	12	0	0	0	0	0	2745	2739	6	6	1	0.385924358	0.786477654	1	0.720249422	0.519646018	0.454650613	0.93870352	0.385924358	0.434274548
E9_PLZ_full_rep2	9	2	s9_full_rep2	PLZ	PLZ_2	Triplet	6	full	4	1	F7	D11	11712	52.8162345	9587	962	560	371	172	52	0	11704	10266.75	679.75	951.25	1.399411548	0.540067003	0.786477654	1	0.801239334	0.519646018	0.534685168	0.965321912	0.540067003	0.449936447
E9_PLS_full_rep2	9	2	s9_full_rep2	PLS	PLS_2	Triplet	6	full	4	1	G7	D12	3954	53.89858233	3780	112	29	37	0	0	0	3958	3847.875	67.875	84.375	1.243093923	0.479740224	0.786477654	1	0.835093736	0.519646018	0.464465332	0.69453142	0.479740224	0.131086784
E9_PLcG_full_rep2	9	2	s9_full_rep2	PLcG	PLcG_2	Triplet	6	full	4	1	B6	E7	6068	60.68606861	5947	86	30	0	0	0	0	6063	5997.5	50.5	58	1.148514851	0.443239856	0.786477654	1	0.839898471	0.519646018	0.500528812	0.68937404	0.443239856	0.158033228
E9_PHZ_full_rep2	9	2	s9_full_rep2	PHZ	PHZ_2	Triplet	6	full	4	1	C6	E8	5032	30.1805314	4877	85	21	0	2	0	0	4985	4924.875	47.875	53.5	1.117493473	0.431267951	0.786477654	0.720249422	0.801239334	0.454650613	0.534685168	0.916874194	0.431267951	0.562751515
E9_PHS_full_rep2	9	2	s9_full_rep2	PHS	PHS_2	Triplet	6	full	4	1	D6	E9	2252	60.14957265	2234	12	0	0	0	0	0	2246	2240	6	6	1	0.385924358	0.786477654	0.720249422	0.835093736	0.454650613	0.464465332	0.874142593	0.385924358	0.45560586
E9_PHcG_full_rep2	9	2	s9_full_rep2	PHcG	PHcG_2	Triplet	6	full	4	1	E6	E10	3336	46.12831858	3295	34	0	0	0	0	0	3329	3312	17	17	1	0.385924358	0.786477654	0.720249422	0.839898471	0.454650613	0.500528812	0.881693466	0.385924358	0.484260248
E9_PZS_full_rep2	9	2	s9_full_rep2	PZS	PZS_2	Triplet	6	full	4	1	F6	E11	5122	28.08114035	4324	524	172	85	0	0	0	5105	4639.625	315.625	379.875	1.203564356	0.464484801	0.786477654	0.801239334	0.835093736	0.534685168	0.464465332	0.875642332	0.464484801	0.454853209
E9_PZcG_full_rep2	9	2	s9_full_rep2	PZcG	PZcG_2	Triplet	6	full	4	1	G6	E12	6929	32.18150574	5838	495	310	158	34	0	0	6835	6184.875	346.875	470.25	1.355675676	0.523188264	0.786477654	0.801239334	0.839898471	0.534685168	0.500528812	0.964713936	0.523188264	0.550315061
E9_PScG_full_rep2	9	2	s9_full_rep2	PScG	PScG_2	Triplet	6	full	4	1	B5	F7	5016	47.71235613	4493	367	109	20	0	0	0	4989	4706.25	213.25	245.5	1.15123095	0.444288065	0.786477654	0.835093736	0.839898471	0.464465332	0.500528812	0.944246782	0.444288065	0.447459852
E9_LHZ_full_rep2	9	2	s9_full_rep2	LHZ	LHZ_2	Triplet	6	full	4	1	C5	F8	30126	80.8729967	9227	2190	3964	5567	5417	3260	893	30518	12463.26563	3236.265625	7111.96875	2.197584987	0.848101574	1	0.720249422	0.801239334	0.93870352	0.965321912	0.916874194	0.848101574	1.210088592
E9_LHS_full_rep2	9	2	s9_full_rep2	LHS	LHS_2	Triplet	6	full	4	1	D5	F9	9690	86.09506886	4851	1555	1348	1138	515	123	51	9581	6144.578125	1293.578125	2031	1.570063656	0.605925808	1	0.720249422	0.835093736	0.93870352	0.69453142	0.874142593	0.605925808	0.955332315
E9_LHcG_full_rep2	9	2	s9_full_rep2	LHcG	LHcG_2	Triplet	6	full	4	1	E5	F10	11991	89.33839964	6401	2240	1695	1083	513	129	0	12061	8116.21875	1715.21875	2522.03125	1.470384608	0.567457235	1	0.720249422	0.839898471	0.93870352	0.68937404	0.881693466	0.567457235	0.956757594
E9_LZS_full_rep2	9	2	s9_full_rep2	LZS	LZS_2	Triplet	6	full	4	1	F5	F11	26646	73.25562215	5074	1831	3277	5558	6220	3862	664	26486	8023.3125	2949.3125	6858.9375	2.325605544	0.897507825	1	0.801239334	0.835093736	0.965321912	0.69453142	0.875642332	0.897507825	0.900042609
E9_LZcG_full_rep2	9	2	s9_full_rep2	LZcG	LZcG_2	Triplet	6	full	4	1	G5	F12	24623	73.71493578	7920	1411	2896	4048	5109	2621	554	24559	10265.375	2345.375	5410.21875	2.306760646	0.89023512	1	0.801239334	0.839898471	0.965321912	0.68937404	0.964713936	0.89023512	0.981920548
E9_LScG_full_rep2	9	2	s9_full_rep2	LScG	LScG_2	Triplet	6	full	4	1	B4	G7	17955	79.1806315	5284	2944	3458	3416	1968	712	44	17826	8193.4375	2909.4375	5089.375	1.749264248	0.675083681	1	0.835093736	0.839898471	0.69453142	0.68937404	0.944246782	0.675083681	0.700486698
E9_HZS_full_rep2	9	2	s9_full_rep2	HZS	HZS_2	Triplet	6	full	4	1	C4	G8	25587	73.83563225	6862	1255	2806	4694	6148	3244	301	25310	9268.078125	2406.078125	5862.84375	2.436680542	0.940374373	0.720249422	0.801239334	0.835093736	0.916874194	0.874142593	0.875642332	0.940374373	1.132902101
E9_HZcG_full_rep2	9	2	s9_full_rep2	HZcG	HZcG_2	Triplet	6	full	4	1	D4	G9	29318	76.97033342	9154	1238	2792	5234	6369	3878	465	29130	11651.76563	2497.765625	6219.53125	2.490037971	0.960966305	0.720249422	0.801239334	0.839898471	0.916874194	0.881693466	0.964713936	0.960966305	1.201965716
E9_HScG_full_rep2	9	2	s9_full_rep2	HScG	HScG_2	Triplet	6	full	4	1	E4	G10	23813	85.27178973	6083	1534	2852	5338	4902	3072	328	24109	8637.75	2554.75	5931	2.321557882	0.895945734	0.720249422	0.835093736	0.839898471	0.874142593	0.881693466	0.944246782	0.895945734	1.14022374
E9_ZScG_full_rep2	9	2	s9_full_rep2	ZScG	ZScG_2	Triplet	6	full	4	1	F4	G11	31234	76.05620084	6086	1453	3586	6573	8252	4379	1086	31415	9200.1875	3114.1875	7833.40625	2.515393261	0.970751528	0.801239334	0.835093736	0.839898471	0.875642332	0.964713936	0.944246782	0.970751528	1.173676038
E10_P_full_rep1	10	1	s10_full_rep1	P	P_1	Single	7	full	1	1	B10	A1	23438	94.74875692	12491	1221	2074	2815	3119	1294	319	23333	14212.23438	1721.234375	3714.96875	2.158316615	0.942225182	NA	NA	NA	NA	NA	NA	NA	NA
E10_L_full_rep1	10	1	s10_full_rep1	L	L_1	Single	7	full	1	1	C10	A2	25415	96.38577063	10634	1314	2692	4294	4309	1645	314	25202	12826.375	2192.375	4976.96875	2.270126575	0.991036445	NA	NA	NA	NA	NA	NA	NA	NA
E10_H_full_rep1	10	1	s10_full_rep1	H	H_1	Single	7	full	1	1	D10	A3	8039	89.26271375	7571	138	126	98	38	0	0	7971	7686.125	115.125	178.25	1.548317047	0.675926461	NA	NA	NA	NA	NA	NA	NA	NA
E10_Z_full_rep1	10	1	s10_full_rep1	Z	Z_1	Single	7	full	1	1	E10	A4	16062	83.70420553	11780	607	1013	996	1102	519	1	16018	12546.35938	766.359375	1540.1875	2.009745754	0.877365742	NA	NA	NA	NA	NA	NA	NA	NA
E10_S_full_rep1	10	1	s10_full_rep1	S	S_1	Single	7	full	1	1	F10	A5	14189	88.87009896	7424	658	1739	2428	1541	296	0	14086	8596.8125	1172.8125	2540.5	2.166160405	0.945649432	NA	NA	NA	NA	NA	NA	NA	NA
E10_cG_full_rep1	10	1	s10_full_rep1	cG	cG_1	Single	7	full	1	1	G10	A6	13561	92.85176309	10511	413	714	960	765	239	1	13603	11071.29688	560.296875	1152.1875	2.056387518	0.897727464	NA	NA	NA	NA	NA	NA	NA	NA
E10_Cp_full_rep1	10	1	s10_full_rep1	Cp	Cp_1	Single	7	full	1	2	B10	A7	19736	93.96752845	16136	399	634	829	1012	523	78	19611	16678.4375	542.4375	1169.40625	2.155835926	0.941142223	NA	NA	NA	NA	NA	NA	NA	NA
E10_PL_full_rep1	10	1	s10_full_rep1	PL	PL_1	Pair	7	full	1	2	C10	A8	17622	93.64935962	10015	1338	2173	2154	1624	428	88	17820	11612.75	1597.75	3044.375	1.905413863	0.831819072	NA	NA	NA	NA	NA	NA	NA	NA
E10_PH_full_rep1	10	1	s10_full_rep1	PH	PH_1	Pair	7	full	1	1	B9	B1	5170	87.65683282	4390	307	267	134	77	3	1	5179	4631.921875	241.921875	357.0625	1.475941355	0.644330448	NA	NA	NA	NA	NA	NA	NA	NA
E10_PZ_full_rep1	10	1	s10_full_rep1	PZ	PZ_1	Pair	7	full	1	1	C9	B2	15354	72.53401361	10817	1481	1636	1085	340	61	0	15420	12125.28125	1308.28125	2059.90625	1.574513317	0.687362589	NA	NA	NA	NA	NA	NA	NA	NA
E10_PS_full_rep1	10	1	s10_full_rep1	PS	PS_1	Pair	7	full	1	1	D9	B3	5004	82.10008203	3680	555	438	281	76	19	0	5049	4107.46875	427.46875	623.84375	1.459390306	0.637104995	NA	NA	NA	NA	NA	NA	NA	NA
E10_PcG_full_rep1	10	1	s10_full_rep1	PcG	PcG_1	Pair	7	full	1	1	E9	B4	11470	91.21997773	7547	1206	1242	908	489	98	11	11501	8607.796875	1060.796875	1703.09375	1.605485263	0.700883565	NA	NA	NA	NA	NA	NA	NA	NA
E10_PCp_full_rep1	10	1	s10_full_rep1	PCp	PCp_1	Pair	7	full	1	1	F9	B5	13857	94.25248266	8182	1054	1548	1637	1188	251	65	13925	9383.734375	1201.734375	2257.1875	1.878274889	0.819971401	NA	NA	NA	NA	NA	NA	NA	NA
E10_LH_full_rep1	10	1	s10_full_rep1	LH	LH_1	Pair	7	full	1	1	G9	B6	10505	93.0469442	9540	133	243	275	157	60	2	10410	9713.34375	173.34375	339.9375	1.961060032	0.856111718	NA	NA	NA	NA	NA	NA	NA	NA
E10_LZ_full_rep1	10	1	s10_full_rep1	LZ	LZ_1	Pair	7	full	1	2	B9	B7	27587	84.85696709	11635	1296	3075	5247	4227	1501	274	27255	14023	2388	5470.09375	2.290659024	1	NA	NA	NA	NA	NA	NA	NA	NA
E10_LS_full_rep1	10	1	s10_full_rep1	LS	LS_1	Pair	7	full	1	2	C9	B8	12773	92.78657562	4296	1783	2516	2552	1233	254	83	12717	6221.796875	1925.796875	3462.21875	1.797810971	0.784844428	NA	NA	NA	NA	NA	NA	NA	NA
E10_LcG_full_rep1	10	1	s10_full_rep1	LcG	LcG_1	Pair	7	full	1	1	B8	C1	14571	92.53191084	7663	1290	1867	2072	1294	386	4	14576	9126.75	1463.75	2739.6875	1.871690863	0.817097107	NA	NA	NA	NA	NA	NA	NA	NA
E10_LCp_full_rep1	10	1	s10_full_rep1	LCp	LCp_1	Pair	7	full	1	1	C8	C2	16955	94.10556696	7175	1584	2345	2874	2265	792	71	17106	9079.921875	1904.921875	3738.90625	1.96276094	0.856854259	NA	NA	NA	NA	NA	NA	NA	NA
E10_HZ_full_rep1	10	1	s10_full_rep1	HZ	HZ_1	Pair	7	full	1	1	D8	C3	17873	93.76737842	11638	669	1591	2245	1386	390	0	17919	12749.6875	1111.6875	2379.3125	2.140270984	0.934347261	NA	NA	NA	NA	NA	NA	NA	NA
E10_HS_full_rep1	10	1	s10_full_rep1	HS	HS_1	Pair	7	full	1	1	E8	C4	13988	93.88549567	5342	1080	2386	3029	1793	391	23	14044	6981.765625	1639.765625	3380.375	2.06149888	0.899958858	NA	NA	NA	NA	NA	NA	NA	NA
E10_HcG_full_rep1	10	1	s10_full_rep1	HcG	HcG_1	Pair	7	full	1	1	F8	C5	10273	93.2468004	7954	397	672	682	390	120	1	10216	8433.890625	479.890625	906.59375	1.889167454	0.824726611	NA	NA	NA	NA	NA	NA	NA	NA
E10_HCp_full_rep1	10	1	s10_full_rep1	HCp	HCp_1	Pair	7	full	1	1	G8	C6	8696	77.09219858	6320	593	695	630	332	69	0	8639	6891.90625	571.90625	974.03125	1.703130976	0.743511347	NA	NA	NA	NA	NA	NA	NA	NA
E10_ZS_full_rep1	10	1	s10_full_rep1	ZS	ZS_1	Pair	7	full	1	2	B8	C7	13063	61.44402634	6897	906	2244	1915	908	130	1	13001	8211.203125	1314.203125	2540.53125	1.933134385	0.843920621	NA	NA	NA	NA	NA	NA	NA	NA
E10_ZcG_full_rep1	10	1	s10_full_rep1	ZcG	ZcG_1	Pair	7	full	1	2	C8	C8	17356	76.87129064	9560	725	2074	2849	1901	320	0	17429	10925.9375	1365.9375	2993.125	2.191260581	0.956607054	NA	NA	NA	NA	NA	NA	NA	NA
